user,comment,time,votes,Case Folding,stopword removal,Lemmatization,tokens,stemming
@fasarahman,"Ijin Pak, kalau ada kesempatan mengundang Menteri lagi, tolong berikan kasus contoh yg real, contohnya bagaimana pertumbuhan ekonomi bisa maju kalau kepastian hukum tidak jelas, pungutan liar dimana-mana dan tidak bisa menjadi beban fiskal yang diakui pajak. InsyaAllah saya percaya kalau kepastian hukum jelas pertumbuhan ekonomi jg mengikuti, terima kasih Pak.",5 hours ago,0,ijin pak kalau ada kesempatan mengundang menteri lagi tolong berikan kasus contoh yg real contohnya bagaimana pertumbuhan ekonomi bisa maju kalau kepastian hukum tidak jelas pungutan liar dimanamana dan tidak bisa menjadi beban fiskal yang diakui pajak insyaallah saya percaya kalau kepastian hukum jelas pertumbuhan ekonomi jg mengikuti terima kasih pak,ijin pak kalau kesempatan mengundang menteri tolong berikan kasus contoh yg real contohnya bagaimana pertumbuhan ekonomi maju kalau kepastian hukum jelas pungutan liar dimanamana tidak menjadi beban fiskal diakui pajak insyaallah percaya kalau kepastian hukum jelas pertumbuhan ekonomi jg mengikuti terima kasih pak,ijin pak kalau sempat undang menteri tolong ikan kasus contoh yg real contoh bagaimana tumbuh ekonomi maju kalau pasti hukum jelas pungut liar dimanamana tidak jadi beban fiskal aku pajak insyaallah percaya kalau pasti hukum jelas tumbuh ekonomi jg ikut terima kasih pak,"['ijin', 'pak', 'kalau', 'sempat', 'undang', 'menteri', 'tolong', 'ikan', 'kasus', 'contoh', 'yg', 'real', 'contoh', 'bagaimana', 'tumbuh', 'ekonomi', 'maju', 'kalau', 'pasti', 'hukum', 'jelas', 'pungut', 'liar', 'dimanamana', 'tidak', 'jadi', 'beban', 'fiskal', 'aku', 'pajak', 'insyaallah', 'percaya', 'kalau', 'pasti', 'hukum', 'jelas', 'tumbuh', 'ekonomi', 'jg', 'ikut', 'terima', 'kasih', 'pak']",ijin pak kalau sempat undang menteri ikan kasus contoh yg real contoh bagaimana tumbuh ekonomi maju kalau hukum jelas pungut liar dimanamana jadi beban fiskal aku pajak insyaallah percaya kalau hukum jelas tumbuh ekonomi jg ikut terima kasih pak
@rioadi7174,"Saya mau pak , minta tolong sekolahin saya supaya pinter",1 day ago,0,saya mau pak minta tolong sekolahin saya supaya pinter,mau pak minta sekolahin supaya pinter,mau pak minta sekolahin supaya pinter,"['mau', 'pak', 'minta', 'sekolahin', 'supaya', 'pinter']",mau pak minta sekolahin pinter
@zaswarung5770,Saya bakul warung ngerasa masuk kelas berbayar puluhan juta ...ratusan ...masyaallah 🙏,16 hours ago,0,saya bakul warung ngerasa masuk kelas berbayar puluhan juta ratusan masyaallah,bakul warung ngerasa masuk kelas berbayar puluhan juta ratusan masyaallah,bakul warung ngerasa masuk kelas bayar puluh juta ratus masyaallah,"['bakul', 'warung', 'ngerasa', 'masuk', 'kelas', 'bayar', 'puluh', 'juta', 'ratus', 'masyaallah']",bakul warung ngerasa masuk kelas bayar puluh juta ratus masyaallah
@IndodaxIndodax-q5l,Daging,23 hours ago,0,daging,daging,daging,['daging'],daging
@dzunurroin5498,Istri sya guru gaji BOPD 3 jtaan. Masih kena potongan dari pihak sekolah.,1 day ago (edited),0,istri sya guru gaji bopd 3 jtaan masih kena potongan dari pihak sekolah,istri sya guru gaji bopd jtaan kena potongan pihak sekolah,istri sya guru gaji bopd jtaan kena potong pihak sekolah,"['istri', 'sya', 'guru', 'gaji', 'bopd', 'jtaan', 'kena', 'potong', 'pihak', 'sekolah']",istri sya guru gaji bopd jtaan kena potong pihak sekolah
@bachtiarrifai4588,Pak gita gak tanya apa bedax injek rupiah dengan cetak rupiah biar ekonomi jalan,1 day ago,0,pak gita gak tanya apa bedax injek rupiah dengan cetak rupiah biar ekonomi jalan,pak gita gak tanya apa bedax injek rupiah cetak rupiah biar ekonomi jalan,pak gita gak tanya apa bedax injek rupiah cetak rupiah biar ekonomi jalan,"['pak', 'gita', 'gak', 'tanya', 'apa', 'bedax', 'injek', 'rupiah', 'cetak', 'rupiah', 'biar', 'ekonomi', 'jalan']",pak gita gak tanya apa bedax injek rupiah cetak rupiah biar ekonomi jalan
@muhammadfikrie5129,"Semenjak tau bapak ini dan arah kebijakannya, rasanya MenKeu sebelumnya masih kurang oke performanya.",1 day ago,0,semenjak tau bapak ini dan arah kebijakannya rasanya menkeu sebelumnya masih kurang oke performanya,semenjak tau bapak dan arah kebijakannya rasanya menkeu sebelumnya kurang oke performanya,semenjak tau bapak dan arah bijak rasa menkeu belum kurang oke performa,"['semenjak', 'tau', 'bapak', 'dan', 'arah', 'bijak', 'rasa', 'menkeu', 'belum', 'kurang', 'oke', 'performa']",semenjak tau bapak arah bijak rasa menkeu kurang oke performa
@dennyirawan8725,Lebih asik dari nonton netplik,1 day ago,0,lebih asik dari nonton netplik,lebih asik nonton netplik,lebih asik nonton netplik,"['lebih', 'asik', 'nonton', 'netplik']",lebih asik nonton netplik
@BudiBobi,"mohon bantuannya bapak saya sebagai guru ASN jujur untuk kita sangat ingin  melakukan  pengembangan diri  untuk menjadi  pengajar dan pendidik yang baik, namun untuk sekedar beli buku saja kita berpikir 5-7 kali apalgi kita ingin ikut pelatihan,, pemerintah memang  menyediakan  pelatihan namun sangat terbatas dan seringkali hanya formalitas. saya melamar menjadi guru gaji bukan orientasi utama saya, namaun menurut saya penigkatan pendapatan guru sifatnya kebutuhan, bukan karena nafsu serakah..... dan mohon bantu suarakan penanganan korupsi didunia pendidikan",10 hours ago,0,mohon bantuannya bapak saya sebagai guru asn jujur untuk kita sangat ingin melakukan pengembangan diri untuk menjadi pengajar dan pendidik yang baik namun untuk sekedar beli buku saja kita berpikir 57 kali apalgi kita ingin ikut pelatihan pemerintah memang menyediakan pelatihan namun sangat terbatas dan seringkali hanya formalitas saya melamar menjadi guru gaji bukan orientasi utama saya namaun menurut saya penigkatan pendapatan guru sifatnya kebutuhan bukan karena nafsu serakah dan mohon bantu suarakan penanganan korupsi didunia pendidikan,mohon bantuannya bapak sebagai guru asn jujur sangat melakukan pengembangan diri menjadi pengajar pendidik baik untuk sekedar beli buku kita berpikir kali apalgi kita ingin ikut pelatihan pemerintah memang menyediakan pelatihan sangat terbatas seringkali formalitas melamar menjadi guru gaji bukan orientasi utama namaun saya penigkatan pendapatan guru sifatnya kebutuhan bukan nafsu serakah mohon bantu suarakan penanganan korupsi didunia pendidikan,mohon bantu bapak bagai guru asn jujur sangat laku kembang diri jadi ajar didik baik untuk dar beli buku kita pikir kali apalgi kita ingin ikut latih perintah memang sedia latih sangat batas seringkali formalitas lamar jadi guru gaji bukan orientasi utama namaun saya penigkatan dapat guru sifat butuh bukan nafsu serakah mohon bantu suara tangan korupsi dunia didik,"['mohon', 'bantu', 'bapak', 'bagai', 'guru', 'asn', 'jujur', 'sangat', 'laku', 'kembang', 'diri', 'jadi', 'ajar', 'didik', 'baik', 'untuk', 'dar', 'beli', 'buku', 'kita', 'pikir', 'kali', 'apalgi', 'kita', 'ingin', 'ikut', 'latih', 'perintah', 'memang', 'sedia', 'latih', 'sangat', 'batas', 'seringkali', 'formalitas', 'lamar', 'jadi', 'guru', 'gaji', 'bukan', 'orientasi', 'utama', 'namaun', 'saya', 'penigkatan', 'dapat', 'guru', 'sifat', 'butuh', 'bukan', 'nafsu', 'serakah', 'mohon', 'bantu', 'suara', 'tangan', 'korupsi', 'dunia', 'didik']",mohon bantu bapak bagai guru asn jujur sangat laku kembang diri jadi ajar didik baik dar beli buku pikir kali apalgi ingin ikut latih perintah memang sedia latih sangat batas seringkali formalitas lamar jadi guru gaji bukan orientasi utama namaun penigkatan guru sifat butuh bukan nafsu serakah mohon bantu suara tangan korupsi dunia didik
@Ilhamfierdhauz,Daging semua....,1 day ago,0,daging semua,daging semua,daging semua,"['daging', 'semua']",daging semua
@hendroprianto2762,HAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHHA Sabi Sabi,1 day ago,0,hahahahahhahahahahahahahahahahahha sabi sabi,hahahahahhahahahahahahahahahahahha sabi sabi,hahahahahhahahahahahahahahahahahha sabi sabi,"['hahahahahhahahahahahahahahahahahha', 'sabi', 'sabi']",hahahahahhahahahahahahahahahahahha sabi sabi
@abdoelaziez3784,Pak yang perlu diperhatikan lagi guru swasta pak. Dan juga guru paud dan TK. Dimana selama ini hanya semua TK status nya swasta,13 hours ago,0,pak yang perlu diperhatikan lagi guru swasta pak dan juga guru paud dan tk dimana selama ini hanya semua tk status nya swasta,pak perlu diperhatikan guru swasta pak juga guru paud tk selama hanya semua tk status nya swasta,pak perlu perhati guru swasta pak juga guru paud tk lama hanya semua tk status nya swasta,"['pak', 'perlu', 'perhati', 'guru', 'swasta', 'pak', 'juga', 'guru', 'paud', 'tk', 'lama', 'hanya', 'semua', 'tk', 'status', 'nya', 'swasta']",pak perlu perhati guru swasta pak guru paud tk lama semua tk status nya swasta
@goofykatt,"berasa RAKYAT JELATA dengerin togkrongan kaum elit..keren 
 kalian",1 day ago,0,berasa rakyat jelata dengerin togkrongan kaum elitkeren kalian,berasa rakyat jelata dengerin togkrongan kaum elitkeren kalian,asa rakyat jelata dengerin togkrongan kaum elitkeren kalian,"['asa', 'rakyat', 'jelata', 'dengerin', 'togkrongan', 'kaum', 'elitkeren', 'kalian']",asa rakyat jelata dengerin togkrongan kaum elitkeren kalian
@limsabee3212,Mirip gus dur gayanya,1 day ago,0,mirip gus dur gayanya,mirip gus dur gayanya,mirip gus dur gaya,"['mirip', 'gus', 'dur', 'gaya']",mirip gus dur gaya
@hendrihendri-on8cx,Sebenarnya ada satu cara yaitu bunga bank 0 dan bunga deposito 0 sehingga uang beredar banyak dan bunga kredit sekitar 4 persen. Tapi apakah pemerintah berani?,17 hours ago,0,sebenarnya ada satu cara yaitu bunga bank 0 dan bunga deposito 0 sehingga uang beredar banyak dan bunga kredit sekitar 4 persen tapi apakah pemerintah berani,sebenarnya satu cara bunga bank bunga deposito uang beredar banyak bunga kredit persen apakah pemerintah berani,benar satu cara bunga bank bunga deposito uang edar banyak bunga kredit persen apakah perintah berani,"['benar', 'satu', 'cara', 'bunga', 'bank', 'bunga', 'deposito', 'uang', 'edar', 'banyak', 'bunga', 'kredit', 'persen', 'apakah', 'perintah', 'berani']",benar satu cara bunga bank bunga deposito uang edar banyak bunga kredit persen perintah berani
@Kusuman-h9y,27:50 dan 38:00 lawak juga,19 hours ago,0,2750 dan 3800 lawak juga,lawak,lawak,['lawak'],lawak
@alichsanali,Laki hebat didukung istri hebat sekarang hasilnya MENKEU,40 minutes ago,0,laki hebat didukung istri hebat sekarang hasilnya menkeu,laki hebat didukung istri hebat sekarang hasilnya menkeu,laki hebat dukung istri hebat sekarang hasil menkeu,"['laki', 'hebat', 'dukung', 'istri', 'hebat', 'sekarang', 'hasil', 'menkeu']",laki hebat dukung istri hebat sekarang hasil menkeu
@kiperkidal,"Pak Purbaya, saya masih bodoh pak. Saya pengen dibayari kuliah pak purbaya",10 hours ago,0,pak purbaya saya masih bodoh pak saya pengen dibayari kuliah pak purbaya,pak purbaya masih bodoh pak pengen dibayari kuliah pak purbaya,pak purbaya masih bodoh pak ken bayar kuliah pak purbaya,"['pak', 'purbaya', 'masih', 'bodoh', 'pak', 'ken', 'bayar', 'kuliah', 'pak', 'purbaya']",pak purbaya bodoh pak ken bayar kuliah pak purbaya
@frismasuseno2002,Bubarkan bea cukai ganti pake jasa SGS pak,1 day ago,0,bubarkan bea cukai ganti pake jasa sgs pak,bubarkan bea cukai ganti pake jasa sgs pak,bubar bea cukai ganti pake jasa sgs pak,"['bubar', 'bea', 'cukai', 'ganti', 'pake', 'jasa', 'sgs', 'pak']",bubar bea cukai ganti pake jasa sgs pak
@rijalbenu,Up,15 hours ago,0,up,up,up,['up'],up
@Abdrhman09,deym.,22 hours ago,0,deym,deym,deym,['deym'],deym
@aldinafauzi748,duh,2 hours ago,0,duh,duh,duh,['duh'],duh
@nawanggo,YouTube premium,13 hours ago,0,youtube premium,youtube premium,youtube premium,"['youtube', 'premium']",youtube premium
@ayunk7180,"tolong kasih tau aku, buku-buku yang disebut apa aja ya",1 day ago,0,tolong kasih tau aku bukubuku yang disebut apa aja ya,kasih tau aku bukubuku disebut apa aja,kasih tau aku bukubuku sebut apa aja,"['kasih', 'tau', 'aku', 'bukubuku', 'sebut', 'apa', 'aja']",kasih tau aku bukubuku sebut apa aja
@bagasadriansyah1041,"Saya mau kerjasama dengan stanford, berapa biaya nya per orang? 
Gilak sih menkeu 🙌🙌",1 day ago,0,saya mau kerjasama dengan stanford berapa biaya nya per orang gilak sih menkeu,mau kerjasama stanford berapa biaya nya per orang gilak sih menkeu,mau kerjasama stanford berapa biaya nya per orang gilak sih menkeu,"['mau', 'kerjasama', 'stanford', 'berapa', 'biaya', 'nya', 'per', 'orang', 'gilak', 'sih', 'menkeu']",mau kerjasama stanford berapa biaya nya per orang gilak sih menkeu
@hagacreative2584,buset sehari 600rb haha,18 hours ago,0,buset sehari 600rb haha,buset sehari rb haha,buset hari rb haha,"['buset', 'hari', 'rb', 'haha']",buset hari rb haha
@panjiakbarul5684,"Diskusi menarik, namun kondisi dilapangan saat ini ketika orang2 Indonesia diaspora diminta mengabdi kembali rata-rata tidak berbuah manis, dan berakhir kriminalisasi like ricky elson, dan direktur asdp kemarin, bahkan sekelas pak Jonan, dan bu susi juga dianggap mengganggu kepentingan orang-orang rakus",1 day ago,0,diskusi menarik namun kondisi dilapangan saat ini ketika orang2 indonesia diaspora diminta mengabdi kembali ratarata tidak berbuah manis dan berakhir kriminalisasi like ricky elson dan direktur asdp kemarin bahkan sekelas pak jonan dan bu susi juga dianggap mengganggu kepentingan orangorang rakus,diskusi menarik kondisi dilapangan ini orang indonesia diaspora diminta mengabdi ratarata berbuah manis berakhir kriminalisasi like ricky elson direktur asdp kemarin bahkan sekelas pak jonan bu susi dianggap mengganggu kepentingan orangorang rakus,diskusi tarik kondisi lapang ini orang indonesia diaspora minta abdi ratarata buah manis akhir kriminalisasi like ricky elson direktur asdp kemarin bahkan kelas pak jonan bu sus anggap ganggu penting orangorang rakus,"['diskusi', 'tarik', 'kondisi', 'lapang', 'ini', 'orang', 'indonesia', 'diaspora', 'minta', 'abdi', 'ratarata', 'buah', 'manis', 'akhir', 'kriminalisasi', 'like', 'ricky', 'elson', 'direktur', 'asdp', 'kemarin', 'bahkan', 'kelas', 'pak', 'jonan', 'bu', 'sus', 'anggap', 'ganggu', 'penting', 'orangorang', 'rakus']",diskusi tarik kondisi lapang orang indonesia diaspora minta abdi ratarata buah manis akhir kriminalisasi like ricky elson direktur asdp kemarin bahkan kelas pak jonan bu sus anggap ganggu penting orangorang rakus
@ahnavgameahnavgame,"MENTRI YANG PERTAMA HARUS :
1.TAKUT DOSA
2.TRACK RECORD BAGIS

3. PINTAR CERDAS WAWASAN
4.TIDAK HAUS POLITIK, PURE NIAT MENGABDI BANGSA.
5. MINIMAL UMUR 45 TAHUN",1 day ago,0,mentri yang pertama harus 1takut dosa 2track record bagis 3 pintar cerdas wawasan 4tidak haus politik pure niat mengabdi bangsa 5 minimal umur 45 tahun,mentri pertama takut dosa track record bagis pintar cerdas wawasan haus politik pure niat mengabdi bangsa minimal umur tahun,tri pertama takut dosa track record bagis pintar cerdas wawas haus politik pure niat abdi bangsa minimal umur tahun,"['tri', 'pertama', 'takut', 'dosa', 'track', 'record', 'bagis', 'pintar', 'cerdas', 'wawas', 'haus', 'politik', 'pure', 'niat', 'abdi', 'bangsa', 'minimal', 'umur', 'tahun']",tri pertama takut dosa track record bagis pintar cerdas wawas haus politik pure niat abdi bangsa minimal umur tahun
@twln550,Dari sini saya semakin percaya bahwa  bobibos dan nikuba emng penipu dan banyak masyarakat yang percaya,1 day ago,2,dari sini saya semakin percaya bahwa bobibos dan nikuba emng penipu dan banyak masyarakat yang percaya,sini semakin percaya bobibos nikuba emng penipu banyak masyarakat percaya,sini makin percaya bobibos nikuba emng tipu banyak masyarakat percaya,"['sini', 'makin', 'percaya', 'bobibos', 'nikuba', 'emng', 'tipu', 'banyak', 'masyarakat', 'percaya']",sini makin percaya bobibos nikuba emng tipu banyak masyarakat percaya
@p.a.s260,Bill Gates dan Steve Jobs nya INDONESIA 👍,4 hours ago,0,bill gates dan steve jobs nya indonesia,bill gates steve jobs nya indonesia,bill gates steve jobs nya indonesia,"['bill', 'gates', 'steve', 'jobs', 'nya', 'indonesia']",bill gates steve jobs nya indonesia
@dior1575,"kalau ilmu diibaratkan daging, obrolan ini isinya daging wagyu A5 semua.",1 day ago,0,kalau ilmu diibaratkan daging obrolan ini isinya daging wagyu a5 semua,kalau ilmu diibaratkan daging obrolan isinya daging wagyu a semua,kalau ilmu ibarat daging obrol isi daging wagyu a semua,"['kalau', 'ilmu', 'ibarat', 'daging', 'obrol', 'isi', 'daging', 'wagyu', 'a', 'semua']",kalau ilmu ibarat daging obrol isi daging wagyu a semua
@calvinocs,pak gita beneran gamau undang mas gibran? pengen denger pemikiran wakil presiden terbaik dunia akherat,2 hours ago,0,pak gita beneran gamau undang mas gibran pengen denger pemikiran wakil presiden terbaik dunia akherat,pak gita beneran gamau undang mas gibran pengen denger pemikiran wakil presiden terbaik dunia akherat,pak gita beneran gamau undang mas gibran ken denger pikir wakil presiden baik dunia akherat,"['pak', 'gita', 'beneran', 'gamau', 'undang', 'mas', 'gibran', 'ken', 'denger', 'pikir', 'wakil', 'presiden', 'baik', 'dunia', 'akherat']",pak gita beneran gamau undang mas gibran ken denger pikir wakil presiden baik dunia akherat
@Topa-m7q,"Indonesia ini bukan kurang orang pinter, tapi kurang orang jujur, manja diternak bansos masih muda dpt bansos,. Tidak dibina yg puny Kemauan.",23 hours ago,0,indonesia ini bukan kurang orang pinter tapi kurang orang jujur manja diternak bansos masih muda dpt bansos tidak dibina yg puny kemauan,indonesia bukan kurang orang pinter kurang orang jujur manja diternak bansos muda dpt bansos dibina yg puny kemauan,indonesia bukan kurang orang pinter kurang orang jujur manja ternak bansos muda dpt bansos bina yg puny mau,"['indonesia', 'bukan', 'kurang', 'orang', 'pinter', 'kurang', 'orang', 'jujur', 'manja', 'ternak', 'bansos', 'muda', 'dpt', 'bansos', 'bina', 'yg', 'puny', 'mau']",indonesia bukan kurang orang pinter kurang orang jujur manja ternak bansos muda dpt bansos bina yg puny mau
@duniahiburan1583,Pak amankan hutan banyak tambang dan sawit tpi duitnya tidak masuk negara untuk memperkaya diri sendri,11 hours ago,0,pak amankan hutan banyak tambang dan sawit tpi duitnya tidak masuk negara untuk memperkaya diri sendri,pak amankan hutan banyak tambang sawit tpi duitnya masuk negara memperkaya diri sendri,pak aman hutan banyak tambang sawit tpi duit masuk negara kaya diri sendri,"['pak', 'aman', 'hutan', 'banyak', 'tambang', 'sawit', 'tpi', 'duit', 'masuk', 'negara', 'kaya', 'diri', 'sendri']",pak aman hutan banyak tambang sawit tpi duit masuk negara kaya diri sendri
@kikinanie,Ga salah pak Prabowo pilih Menteri Keuangan ❤,1 day ago,0,ga salah pak prabowo pilih menteri keuangan,ga salah pak prabowo pilih menteri keuangan,ga salah pak prabowo pilih menteri uang,"['ga', 'salah', 'pak', 'prabowo', 'pilih', 'menteri', 'uang']",ga salah pak prabowo pilih menteri uang
@hunterxhunter777,1:33:29,1 day ago,1,13329,,,[],
@andisetyaji1887,"obrolan dua orang bersih dan visioner...
beda dgn pejabat yg full pencitraan dan sibuk memperkaya diri",1 day ago,0,obrolan dua orang bersih dan visioner beda dgn pejabat yg full pencitraan dan sibuk memperkaya diri,obrolan orang bersih visioner beda dgn pejabat yg full pencitraan sibuk memperkaya diri,obrol orang bersih visioner beda dgn jabat yg full citra sibuk kaya diri,"['obrol', 'orang', 'bersih', 'visioner', 'beda', 'dgn', 'jabat', 'yg', 'full', 'citra', 'sibuk', 'kaya', 'diri']",obrol orang bersih visioner beda dgn jabat yg full citra sibuk kaya diri
@gianmokozuhdy193,Beda orang baca buku dgn orang malas baca buku.,1 day ago,0,beda orang baca buku dgn orang malas baca buku,beda orang baca buku dgn orang malas baca buku,beda orang baca buku dgn orang malas baca buku,"['beda', 'orang', 'baca', 'buku', 'dgn', 'orang', 'malas', 'baca', 'buku']",beda orang baca buku dgn orang malas baca buku
@dikay26,"yakin ini ijazah nya asli ...
ketahuan dari pandangan mereka tentang ekonomi suatu negara",1 day ago,0,yakin ini ijazah nya asli ketahuan dari pandangan mereka tentang ekonomi suatu negara,yakin ijazah nya asli ketahuan pandangan tentang ekonomi suatu negara,yakin ijazah nya asli tahu pandang tentang ekonomi suatu negara,"['yakin', 'ijazah', 'nya', 'asli', 'tahu', 'pandang', 'tentang', 'ekonomi', 'suatu', 'negara']",yakin ijazah nya asli tahu pandang ekonomi suatu negara
@kopokteles,PAK UNDANG ---TIMOTHY RONALD PAK,1 day ago,0,pak undang timothy ronald pak,pak undang timothy ronald pak,pak undang timothy ronald pak,"['pak', 'undang', 'timothy', 'ronald', 'pak']",pak undang timothy ronald pak
